"","Notes","Residence State","Residence State Code","MMWR Week","MMWR Week Code","UCD - ICD Sub-Chapter","UCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Deaths","Population","Crude Rate"
"7873",NA,"Ohio","39","2022 Week 27 ending July 09, 2022","2022/27","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"7874",NA,"Ohio","39","2022 Week 27 ending July 09, 2022","2022/27","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"7875",NA,"Ohio","39","2022 Week 28 ending July 16, 2022","2022/28","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7876",NA,"Ohio","39","2022 Week 28 ending July 16, 2022","2022/28","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"7877",NA,"Ohio","39","2022 Week 28 ending July 16, 2022","2022/28","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"7878",NA,"Ohio","39","2022 Week 29 ending July 23, 2022","2022/29","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7879",NA,"Ohio","39","2022 Week 30 ending July 30, 2022","2022/30","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"7880",NA,"Ohio","39","2022 Week 30 ending July 30, 2022","2022/30","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7881",NA,"Ohio","39","2022 Week 31 ending August 06, 2022","2022/31","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7882",NA,"Ohio","39","2022 Week 31 ending August 06, 2022","2022/31","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7883",NA,"Ohio","39","2022 Week 31 ending August 06, 2022","2022/31","Renal failure","N17-N19","85+ years","85+",16,"Not Applicable","Not Applicable"
"7884",NA,"Ohio","39","2022 Week 32 ending August 13, 2022","2022/32","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7885",NA,"Ohio","39","2022 Week 32 ending August 13, 2022","2022/32","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"7886",NA,"Ohio","39","2022 Week 34 ending August 27, 2022","2022/34","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7887",NA,"Ohio","39","2022 Week 35 ending September 03, 2022","2022/35","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7888",NA,"Ohio","39","2022 Week 35 ending September 03, 2022","2022/35","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7889",NA,"Ohio","39","2022 Week 36 ending September 10, 2022","2022/36","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7890",NA,"Ohio","39","2022 Week 36 ending September 10, 2022","2022/36","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"7891",NA,"Ohio","39","2022 Week 37 ending September 17, 2022","2022/37","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7892",NA,"Ohio","39","2022 Week 37 ending September 17, 2022","2022/37","Renal failure","N17-N19","75-84 years","75-84",13,"Not Applicable","Not Applicable"
"7893",NA,"Ohio","39","2022 Week 38 ending September 24, 2022","2022/38","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"7894",NA,"Ohio","39","2022 Week 39 ending October 01, 2022","2022/39","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"7895",NA,"Ohio","39","2022 Week 39 ending October 01, 2022","2022/39","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7896",NA,"Ohio","39","2022 Week 39 ending October 01, 2022","2022/39","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7897",NA,"Ohio","39","2022 Week 40 ending October 08, 2022","2022/40","Renal failure","N17-N19","75-84 years","75-84",13,"Not Applicable","Not Applicable"
"7898",NA,"Ohio","39","2022 Week 40 ending October 08, 2022","2022/40","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7899",NA,"Ohio","39","2022 Week 41 ending October 15, 2022","2022/41","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7900",NA,"Ohio","39","2022 Week 41 ending October 15, 2022","2022/41","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7901",NA,"Ohio","39","2022 Week 41 ending October 15, 2022","2022/41","Renal failure","N17-N19","85+ years","85+",18,"Not Applicable","Not Applicable"
"7902",NA,"Ohio","39","2022 Week 42 ending October 22, 2022","2022/42","Renal failure","N17-N19","55-64 years","55-64",11,"Not Applicable","Not Applicable"
"7903",NA,"Ohio","39","2022 Week 42 ending October 22, 2022","2022/42","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"7904",NA,"Ohio","39","2022 Week 42 ending October 22, 2022","2022/42","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"7905",NA,"Ohio","39","2022 Week 42 ending October 22, 2022","2022/42","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7906",NA,"Ohio","39","2022 Week 43 ending October 29, 2022","2022/43","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7907",NA,"Ohio","39","2022 Week 43 ending October 29, 2022","2022/43","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7908",NA,"Ohio","39","2022 Week 44 ending November 05, 2022","2022/44","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7909",NA,"Ohio","39","2022 Week 44 ending November 05, 2022","2022/44","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"7910",NA,"Ohio","39","2022 Week 45 ending November 12, 2022","2022/45","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7911",NA,"Ohio","39","2022 Week 45 ending November 12, 2022","2022/45","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"7912",NA,"Ohio","39","2022 Week 45 ending November 12, 2022","2022/45","Renal failure","N17-N19","85+ years","85+",13,"Not Applicable","Not Applicable"
"7913",NA,"Ohio","39","2022 Week 46 ending November 19, 2022","2022/46","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"7914",NA,"Ohio","39","2022 Week 46 ending November 19, 2022","2022/46","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"7915",NA,"Ohio","39","2022 Week 47 ending November 26, 2022","2022/47","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"7916",NA,"Ohio","39","2022 Week 47 ending November 26, 2022","2022/47","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"7917",NA,"Ohio","39","2022 Week 47 ending November 26, 2022","2022/47","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"7918",NA,"Ohio","39","2022 Week 48 ending December 03, 2022","2022/48","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"7919",NA,"Ohio","39","2022 Week 48 ending December 03, 2022","2022/48","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7920",NA,"Ohio","39","2022 Week 48 ending December 03, 2022","2022/48","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"7921",NA,"Ohio","39","2022 Week 49 ending December 10, 2022","2022/49","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7922",NA,"Ohio","39","2022 Week 49 ending December 10, 2022","2022/49","Renal failure","N17-N19","85+ years","85+",18,"Not Applicable","Not Applicable"
"7923",NA,"Ohio","39","2022 Week 50 ending December 17, 2022","2022/50","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7924",NA,"Ohio","39","2022 Week 50 ending December 17, 2022","2022/50","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7925",NA,"Ohio","39","2022 Week 50 ending December 17, 2022","2022/50","Renal failure","N17-N19","85+ years","85+",18,"Not Applicable","Not Applicable"
"7926",NA,"Ohio","39","2022 Week 51 ending December 24, 2022","2022/51","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"7927",NA,"Ohio","39","2022 Week 51 ending December 24, 2022","2022/51","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7928",NA,"Ohio","39","2022 Week 51 ending December 24, 2022","2022/51","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"7929",NA,"Ohio","39","2022 Week 52 ending December 31, 2022","2022/52","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"7930",NA,"Ohio","39","2022 Week 52 ending December 31, 2022","2022/52","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7931",NA,"Ohio","39","2022 Week 52 ending December 31, 2022","2022/52","Renal failure","N17-N19","85+ years","85+",18,"Not Applicable","Not Applicable"
"7932",NA,"Oklahoma","40","2022 Week 18 ending May 07, 2022","2022/18","Renal failure","N17-N19","85+ years","85+",10,"Not Applicable","Not Applicable"
"7933",NA,"Pennsylvania","42","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7934",NA,"Pennsylvania","42","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"7935",NA,"Pennsylvania","42","2022 Week 01 ending January 08, 2022","2022/01","Renal failure","N17-N19","85+ years","85+",26,"Not Applicable","Not Applicable"
"7936",NA,"Pennsylvania","42","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","65-74 years","65-74",21,"Not Applicable","Not Applicable"
"7937",NA,"Pennsylvania","42","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"7938",NA,"Pennsylvania","42","2022 Week 02 ending January 15, 2022","2022/02","Renal failure","N17-N19","85+ years","85+",30,"Not Applicable","Not Applicable"
"7939",NA,"Pennsylvania","42","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7940",NA,"Pennsylvania","42","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"7941",NA,"Pennsylvania","42","2022 Week 03 ending January 22, 2022","2022/03","Renal failure","N17-N19","85+ years","85+",18,"Not Applicable","Not Applicable"
"7942",NA,"Pennsylvania","42","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","65-74 years","65-74",18,"Not Applicable","Not Applicable"
"7943",NA,"Pennsylvania","42","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"7944",NA,"Pennsylvania","42","2022 Week 04 ending January 29, 2022","2022/04","Renal failure","N17-N19","85+ years","85+",26,"Not Applicable","Not Applicable"
"7945",NA,"Pennsylvania","42","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"7946",NA,"Pennsylvania","42","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"7947",NA,"Pennsylvania","42","2022 Week 05 ending February 05, 2022","2022/05","Renal failure","N17-N19","85+ years","85+",26,"Not Applicable","Not Applicable"
"7948",NA,"Pennsylvania","42","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"7949",NA,"Pennsylvania","42","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","75-84 years","75-84",27,"Not Applicable","Not Applicable"
"7950",NA,"Pennsylvania","42","2022 Week 06 ending February 12, 2022","2022/06","Renal failure","N17-N19","85+ years","85+",28,"Not Applicable","Not Applicable"
"7951",NA,"Pennsylvania","42","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7952",NA,"Pennsylvania","42","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"7953",NA,"Pennsylvania","42","2022 Week 07 ending February 19, 2022","2022/07","Renal failure","N17-N19","85+ years","85+",20,"Not Applicable","Not Applicable"
"7954",NA,"Pennsylvania","42","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","65-74 years","65-74",17,"Not Applicable","Not Applicable"
"7955",NA,"Pennsylvania","42","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"7956",NA,"Pennsylvania","42","2022 Week 08 ending February 26, 2022","2022/08","Renal failure","N17-N19","85+ years","85+",25,"Not Applicable","Not Applicable"
"7957",NA,"Pennsylvania","42","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","75-84 years","75-84",19,"Not Applicable","Not Applicable"
"7958",NA,"Pennsylvania","42","2022 Week 09 ending March 05, 2022","2022/09","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"7959",NA,"Pennsylvania","42","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"7960",NA,"Pennsylvania","42","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","75-84 years","75-84",24,"Not Applicable","Not Applicable"
"7961",NA,"Pennsylvania","42","2022 Week 10 ending March 12, 2022","2022/10","Renal failure","N17-N19","85+ years","85+",26,"Not Applicable","Not Applicable"
"7962",NA,"Pennsylvania","42","2022 Week 11 ending March 19, 2022","2022/11","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"7963",NA,"Pennsylvania","42","2022 Week 11 ending March 19, 2022","2022/11","Renal failure","N17-N19","75-84 years","75-84",23,"Not Applicable","Not Applicable"
"7964",NA,"Pennsylvania","42","2022 Week 11 ending March 19, 2022","2022/11","Renal failure","N17-N19","85+ years","85+",18,"Not Applicable","Not Applicable"
"7965",NA,"Pennsylvania","42","2022 Week 12 ending March 26, 2022","2022/12","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"7966",NA,"Pennsylvania","42","2022 Week 12 ending March 26, 2022","2022/12","Renal failure","N17-N19","85+ years","85+",26,"Not Applicable","Not Applicable"
"7967",NA,"Pennsylvania","42","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","65-74 years","65-74",17,"Not Applicable","Not Applicable"
"7968",NA,"Pennsylvania","42","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"7969",NA,"Pennsylvania","42","2022 Week 13 ending April 02, 2022","2022/13","Renal failure","N17-N19","85+ years","85+",24,"Not Applicable","Not Applicable"
"7970",NA,"Pennsylvania","42","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","65-74 years","65-74",19,"Not Applicable","Not Applicable"
"7971",NA,"Pennsylvania","42","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","75-84 years","75-84",24,"Not Applicable","Not Applicable"
"7972",NA,"Pennsylvania","42","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","85+ years","85+",24,"Not Applicable","Not Applicable"
"7973",NA,"Pennsylvania","42","2022 Week 15 ending April 16, 2022","2022/15","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"7974",NA,"Pennsylvania","42","2022 Week 15 ending April 16, 2022","2022/15","Renal failure","N17-N19","85+ years","85+",19,"Not Applicable","Not Applicable"
"7975",NA,"Pennsylvania","42","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"7976",NA,"Pennsylvania","42","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"7977",NA,"Pennsylvania","42","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","85+ years","85+",22,"Not Applicable","Not Applicable"
"7978",NA,"Pennsylvania","42","2022 Week 17 ending April 30, 2022","2022/17","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
